TIMESTAMP,TA_F,P_F,PPFD_IN,LE_F_MDS,NEE_VUT_REF,GPP_DT_VUT_REF
20170225,6.131,4,72.62745833,-0.372003,0.85026,0.0465601
20170226,0.433,4.6,281.6614167,2.93178,0.62283,0.169901
20170227,0.012,0,308.0204167,3.08859,0.695698,0.0646346
20170228,3.141,0,363.9229167,3.11731,0.741836,0
20170301,5.491,2.6,51.36620833,-0.257041,0.784996,0
20170302,1.113,0.7,171.63475,2.11599,0.355236,0.0737094
20170303,-8.467,0,378.1438333,5.38094,0.560441,0.512122
20170304,-14.902,0,380.5950417,4.33326,0.583859,0.87214
20170305,-9.246,0,410.1447917,4.57252,0.530802,1.29256
20170306,-4.648,0,417.7767083,4.62131,0.519913,1.39396
20170307,-3.248,5.1,76.23472917,-0.0111179,0.563392,0.258101
20170308,3.122,8.2,128.0115833,0.243125,0.390243,0.359121
20170309,-1.062,0.1,232.8641458,2.75365,0.255934,0.541092
20170310,-7.239,0,289.5620833,4.91883,0.380302,0.559831
20170311,-17.146,0,346.0523125,3.39977,0.45548,0.515246
20170312,-11.904,0,436.3905833,2.40327,0.361091,0.453237
20170313,-5.856,0,445.9712917,2.89605,0.390358,0.329634
20170314,-3.178,0,86.70375,-0.398323,0.224494,0.0543308
20170315,0.242,1.3,137.1462292,-2.61414,-0.108856,0.028896
20170316,-4.3,0.1,439.44725,4.03556,0.317883,0
20170317,-3.03,0,423.9647917,5.95391,0.343622,0
20170318,0.075,0.3,462.5129167,8.12077,0.336228,0.00907374
20170319,3.177,0,492.3604167,7.71612,0.344584,0.0294905
20170320,6.067,0,497.8791667,8.94765,0.669487,0.035594
20170321,7.311,0,350.2916667,2.94153,0.673643,0.0158459
20170322,-2.622,0.2,240.2664583,2.47457,0.512543,0.0275635
20170323,-5.911,0,513.1114167,7.34411,0.731706,0.132335
20170324,-2.207,0,137.9970417,0.860267,0.871588,0.0408552
20170325,4.022,2.4,428.6454375,14.8194,0.7846,0.0392705
20170326,1.531,0,534.640125,7.93266,0.809458,0
20170327,0.323,0,90.71764583,0.102615,0.924455,0
20170328,1.918,7.2,120.0973542,0.661022,0.785598,0.0935178
20170329,4.653,3.3,252.0965417,-0.340917,0.201995,0.45099
20170330,4.195,0,337.922625,5.17893,0.67027,0.594845
20170331,5.943,0,519.3613333,6.29574,0.544375,0.415738
20170401,3.813,0,176.4547292,0.423628,0.210201,0.13227
20170402,6.669,0,493.56425,5.6542,-0.00266673,0.688794
20170403,6.473,0,567.7844375,8.6125,-0.950208,1.39969
20170404,3.733,0.7,162.0428542,1.2361,0.438771,0.859015
20170405,3.99,6.4,193.4129583,-0.162965,-0.0544886,1.31368
20170406,5.564,21.5,151.1253333,-0.717827,-0.118188,1.18672
20170407,10.374,1.2,264.5820833,1.25137,-1.44717,2.01835
20170408,6.292,0.8,264.4422917,0.572688,-1.68726,2.1072
20170409,9.471,0,597.7116042,17.9703,-1.614,3.17062
20170410,14.128,0.5,520.908125,25.2694,-1.83597,3.06457
20170411,14.143,1,380.7740833,13.1245,-1.21941,3.06713
20170412,10.672,7,173.1539375,1.83369,-1.32293,2.19542
20170413,8.26,0,385.1319375,7.09382,-2.48874,3.78226
20170414,9.566,0,616.9931458,29.286,-2.46131,4.85686
20170415,12.899,0,561.385375,28.3664,-3.01639,4.69922
20170416,16.144,8.2,372.77675,10.4023,-2.46157,4.01083
20170417,10.339,0,360.2958958,7.14269,-2.48341,4.19103
20170418,5.567,0.1,360.7633125,5.85663,-2.64947,4.17307
20170419,4.637,1.2,286.306,2.10143,-2.75793,3.63286
20170420,6.438,4,148.1519792,0.117837,-0.966739,2.31637
20170421,5.435,6.7,78.31039583,-0.446558,-0.448289,1.34372
20170422,4.089,8.3,121.7344167,0.0460937,-0.513453,2.05703
20170423,9.108,0.1,467.2444167,22.956,-2.82238,3.94689
20170424,10.78,0,557.223625,35.5537,-3.82486,2.8921
20170425,9.785,1.2,472.6746875,20.9623,-3.27941,2.52796
20170426,12.813,25.3,121.8358125,-0.884551,0.119014,1.53157
20170427,16.633,0.7,220.3061458,0.808019,-1.49799,2.56514
20170428,15.907,0.2,222.164625,4.91474,-3.09085,1.49125
20170429,17.296,0.2,408.1341875,26.0444,-2.72047,1.67194
20170430,11.443,0,620.5781667,33.2337,-3.70519,2.50329
20170501,7.144,11.9,114.0485,0.38629,0.0305757,0.726308
20170502,9.246,2.7,155.6497917,0.894254,-0.706756,1.83874
20170503,11.829,0,362.15,11.3852,-3.9416,4.66776
20170504,13.323,0,694.9045833,53.7347,-3.86296,6.48113
20170505,10.391,6.6,214.8460625,10.5859,-2.74786,4.31814
20170506,14.761,11.5,126.7697708,0.321807,0.417972,3.39415
20170507,14.753,1.5,441.435375,22.2165,-3.39905,5.965
20170508,9.859,7,173.3770833,-0.0168418,-1.26604,4.67619
20170509,9.201,3.6,241.4304792,3.90377,-2.51527,4.89561
20170510,8.263,1.159,349.4879375,30.6238,-3.98832,2.78495
20170511,7.669,2.5,261.537875,42.3399,-2.906,1.26918
20170512,11.944,0,618.0525208,58.7798,-4.09474,3.00214
20170513,12.426,0,659.1785417,60.6179,-5.24558,3.49689
20170514,7.953,26.2,116.2999792,7.70109,-0.36444,1.29932
20170515,7.589,2.746,192.8824333,12.3166,-0.851515,1.78908
20170516,15.775,0,-9999,7.31888,-0.190914,4.55986
20170517,16.585,0.514,-9999,7.78893,-0.029644,4.61195
20170518,24.394,0,-9999,42.3805,-2.93646,5.06359
20170519,17.951,0.031,-9999,39.8973,-2.57914,5.38844
20170520,11.241,0,-9999,25.6989,-0.361737,6.46131
20170521,13.324,0,-9999,55.5791,-5.39139,6.68433
20170522,11.532,5.448,-9999,49.0243,-5.03435,4.45509
20170523,13.699,0.915,-9999,44.7675,-4.49556,6.3566
20170524,14.376,0,-9999,46.6776,-5.53604,7.19107
20170525,13.293,3.152,375.576931,61.9924,-5.96083,7.3122
20170526,9.053,33.539,143.0361875,21.669,-1.21869,4.43095
20170527,11.43,0,434.4363542,64.5374,-6.15613,7.88376
20170528,12.58,0,653.0340208,62.1165,-5.84022,8.93191
20170529,10.037,0,289.8681042,26.0003,-4.5573,7.0345
20170530,13.299,0,731.6847917,67.5969,-6.44511,9.70146
20170531,12.24,2.3,156.576,7.77094,-1.3425,5.13772
20170601,15.256,1,513.4376667,62.5317,-5.51162,8.26798
20170602,12.595,1,558.0936042,84.9291,-5.01718,8.70892
20170603,11.918,3.4,527.9796667,70.8436,-6.65871,7.76791
20170604,14.554,0.1,524.7109167,63.6995,-6.35818,8.1625
20170605,11.755,1.7,161.6295833,21.808,-2.01308,4.06486
20170606,12.328,0,541.1936667,60.722,-4.56183,7.11229
20170607,16.72,0,761.6327083,61.5637,-2.13637,6.80553
20170608,19.898,0,708.6072917,77.9378,-1.38199,5.63928
20170609,12.588,2.8,147.2659792,20.578,-0.776298,1.8133
20170610,16.42,0,736.769375,87.9661,-4.28716,6.29874
20170611,23.765,0,711.3442292,61.4282,-3.72679,4.55605
20170612,24.607,0.8,661.4322917,65.4464,-1.7226,5.33057
20170613,23.351,0,539.2347292,81.2881,-1.99474,5.92348
20170614,15.099,0,699.7786042,74.9038,-2.03931,7.1284
20170615,14.735,0,533.2597708,54.2634,-4.42435,6.46462
20170616,12.086,5.6,163.4958958,3.47656,-1.2953,3.50623
20170617,15.513,2.1,257.6110208,22.2631,-1.52655,5.08468
20170618,19.716,0,335.0382917,41.8877,-3.55066,6.51875
20170619,22.008,0.3,556.4075625,65.4391,-1.92056,7.6363
20170620,19.302,1.4,385.6049792,53.5579,-1.29907,6.57049
20170621,18.183,2.7,586.7703125,85.1327,-6.29201,7.76356
20170622,19.087,0,666.6705625,74.151,-4.21524,7.35336
20170623,18.004,0,278.8810208,37.1597,-4.79747,5.31369
20170624,20.9,3.5,431.7378542,60.0128,-2.70391,5.68988
20170625,19.085,4,741.86,84.4003,-1.86571,7.39389
20170626,17.609,0.088,687.1457586,78.4252,-4.15466,7.42776
20170627,16.81,2.4,476.9011875,66.9127,-5.48637,6.59791
20170628,15.015,2.3,478.5764583,57.1743,-3.16785,6.43572
20170629,16.26,0.1,492.1332917,64.1971,-5.53211,6.67675
20170630,16.881,2.1,267.6131667,31.1379,-3.78508,4.5659
20170701,17.886,6.3,153.8586667,7.76034,0.941716,2.40255
20170702,22.162,2.1,686.7908958,102.754,-2.05257,6.16779
20170703,20.214,0,601.6697708,73.2865,-4.00989,6.06504
20170704,17.748,0.4,424.6691458,52.8593,-4.83879,6.11888
20170705,20.295,0,716.8108333,104.061,-3.38528,7.89773
20170706,19.764,0,679.6015625,74.6194,-5.73681,8.58069
20170707,18.987,0,599.312,70.8679,-7.58123,8.82269
20170708,19.263,0.1,586.2857083,69.6727,-7.43641,8.90371
20170709,20.661,0,640.0196042,94.8304,-5.2463,9.0851
20170710,20.032,0,347.3040208,54.8626,-5.244,7.25596
20170711,21.557,0,636.1486875,80.8809,-5.55369,9.27277
20170712,20.163,0,465.7468125,67.9929,-4.27232,7.90633
20170713,14.038,11.6,276.5501458,44.7605,-1.36332,6.76324
20170714,17.205,0,703.8170625,103.364,-6.99648,10.5998
20170715,16.659,0.3,290.0759375,39.1663,-5.43774,5.71185
20170716,20.813,0.1,607.4616458,65.3766,-3.69377,6.81619
20170717,22.009,0,691.3436042,99.254,-4.68597,7.42236
20170718,19.019,1.1,201.9358125,17.8199,-0.177602,2.81532
20170719,23.625,0,565.7334583,84.5848,-2.25328,6.69158
20170720,23.427,0.6,662.0177292,75.5606,-3.75524,7.68604
20170721,22.751,0,658.0081875,101.459,-5.47092,7.63877
20170722,20.278,0,690.4496458,93.3286,-3.77062,7.61189
20170723,17.526,0,717.1839583,77.4267,-4.04025,7.4316
20170724,15.441,0.7,345.630875,45.1858,-4.29185,5.05161
20170725,18.135,0,556.3702083,66.5993,-4.28602,6.96086
20170726,20.188,0,729.3993125,90.4697,-3.65546,7.81897
20170727,17.229,0.9,294.6585625,29.5852,-4.02061,5.53294
20170728,19.696,0.2,622.7050833,83.6713,-4.85507,7.28718
20170729,18.039,0,693.784625,72.1778,-3.98396,7.66285
20170730,19.227,0,684.1008125,70.1276,-2.37791,7.6002
20170731,20.518,0,634.85125,63.7523,-4.2053,6.90472
20170801,22.372,0,677.0952292,85.3511,-3.37256,7.4241
20170802,21.692,0,635.764875,59.689,-4.61705,7.16816
20170803,21.499,0,488.1240208,52.9577,-1.61464,6.12398
20170804,20.879,0,490.1049583,51.7551,-3.68384,8.43171
20170805,20.778,10.5,343.4632083,43.5695,-2.91027,7.73913
20170806,17.207,0.1,513.5284792,72.1884,-3.97786,9.3518
20170807,17.657,0.2,598.870375,65.5292,-4.27041,9.50374
20170808,16.068,3.3,415.2913542,43.2089,-2.23282,6.26303
20170809,19.23,0,579.1805208,70.3807,-5.99462,8.18466
20170810,19.394,0.1,440.3447292,51.9543,-3.76414,7.46164
20170811,18.631,6.4,313.4559583,24.9848,-2.11256,6.27182
20170812,17.591,0,215.7845417,19.591,-3.2591,5.39698
20170813,19.686,1.7,535.1107708,73.1164,-3.74196,8.96739
20170814,20.663,0,620.9653333,77.5252,-3.70277,10.6375
20170815,19.392,2.3,486.0584583,63.1842,-5.21372,9.93544
20170816,18.537,0.1,618.7691875,105.442,-2.84662,11.6022
20170817,17.611,0,625.2541458,71.0755,-2.64248,12.1212
20170818,15.247,8.9,178.2677708,16.2907,-1.74058,6.03776
20170819,17.284,4.6,214.3007292,34.6045,-0.466603,6.84365
20170820,20.69,3.5,530.0356667,76.8608,-2.89627,12.2033
20170821,20.883,0,492.9514167,56.2865,-3.72302,12.7885
20170822,22.262,0,502.1060833,63.1779,-3.48824,12.6522
20170823,21.233,0.6,494.1607083,74.9459,-3.75663,13.153
20170824,17.553,0,566.82375,71.2603,-4.93905,14.805
20170825,15.285,0,528.8129167,64.3734,-5.39352,14.82
20170826,15.696,0,448.7242292,56.3505,-3.79838,13.633
20170827,16.931,0,580.1894792,54.3519,-4.86407,16.273
20170828,16.843,0,596.6417708,61.0281,-3.44882,16.9295
20170829,16.829,0,466.155125,68.4364,-5.77511,15.1079
20170830,15.268,0,203.0941458,24.3917,-3.48846,9.50501
20170831,14.182,0,374.6975417,41.7432,-4.95337,14.6685
20170901,11.454,0,405.9452708,35.1814,-2.74459,15.2277
20170902,14.485,0,571.7835625,46.7977,-4.04595,18.7454
20170903,12.638,15.2,368.1176667,36.6521,-3.74242,13.0625
20170904,16.332,2.5,462.0354167,66.1772,-5.80988,17.6228
20170905,19.241,9.3,262.375625,29.4326,-2.96262,13.2629
20170906,15.956,10.3,65.19410417,20.0943,1.19485,4.22938
20170907,16.515,14.3,259.6439167,36.6117,-1.24051,12.6218
20170908,15.272,0.1,412.1196667,46.9222,-2.37065,17.8106
20170909,14.506,2.8,351.7229792,33.2324,-1.30622,15.5264
20170910,14.196,0,422.211,52.109,-1.09504,15.7519
20170911,17.857,0,487.0854167,68.5757,-2.29619,9.67157
20170912,18.95,0,492.8029167,59.3533,-2.35393,5.87471
20170913,19.661,0,511.7595833,59.9807,-3.2147,6.08637
20170914,19.998,0,480.0354167,51.4892,-2.12781,5.85279
20170915,18.914,0,464.3777083,47.7026,-1.7513,5.85383
20170916,19.313,0.2,366.781,32.3555,-2.42417,4.89991
20170917,19.503,0,418.1725,43.1278,-0.788213,5.43267
20170918,16.027,0.1,216.6694167,14.9863,0.257492,3.39025
20170919,17.895,0.1,168.9772917,15.6295,1.79929,2.91041
20170920,19.832,0.6,239.9006875,22.3964,0.821523,3.33798
20170921,16.971,0,445.1430417,46.5646,0.335119,4.31536
20170922,15.582,0,477.8414167,41.8618,0.505262,4.00508
20170923,19.323,0,455.6629583,49.259,-0.989756,3.59558
20170924,23.326,0,422.9271042,47.9686,-0.880258,3.20588
20170925,23.514,0,434.9351458,46.0667,1.95699,3.1895
20170926,22.887,0,416.2865833,48.0759,-0.245137,2.95383
20170927,20.315,0,238.4569167,26.2336,1.08818,1.71978
20170928,15.333,3.4,389.684375,52.7052,-0.158563,2.64631
20170929,9.639,0,443.5285625,38.8285,-0.268393,2.93658
20170930,7.845,0,366.3245833,23.2679,-0.344321,2.31387
20171001,10.995,0,431.1416667,35.7665,-1.44706,2.62132
20171002,11.203,0,424.4401042,30.0379,-0.909743,2.48297
20171003,9.719,0,402.1574167,25.0583,-2.75642,2.21851
20171004,15.245,0.1,391.5955,36.4866,-1.05748,2.0343
20171005,17.25,0,388.7740417,38.2506,-0.936943,1.95536
20171006,13.387,0,163.6003958,14.8404,-0.524293,0.797067
20171007,11.911,0,207.8458542,19.1921,-0.492345,0.929772
20171008,18.03,4.1,74.66564583,0.446455,2.02992,0.367035
20171009,16.132,18.3,113.3045625,3.43808,2.38299,0.69637
20171010,18.397,0.1,315.1331875,42.2565,0.432936,2.20294
20171011,11.382,0,378.3328125,40.0728,0.335455,2.79737
20171012,8.921,0,370.7116875,29.7141,-1.63025,2.87249
20171013,8.712,0,364.1321458,26.5118,-1.83289,2.95524
20171014,14.904,0,196.8803958,15.3757,-1.29791,1.93171
20171015,16.319,0,138.5220208,4.03601,0.362845,1.6826
20171016,10.477,0.2,281.9793542,23.7515,-0.944437,2.71868
20171017,5.524,0,346.9617917,21.0681,-1.08375,3.27225
20171018,11.426,0,336.6323125,23.7158,-1.74153,3.30522
20171019,12.356,0,308.0495208,19.1357,-1.47331,3.2623
20171020,13.268,0,326.2498542,28.5882,-0.765391,3.48624
20171021,11.908,0,313.9995208,23.1048,-1.98797,3.50812
20171022,10.234,0,269.529,19.4603,-1.06907,3.62819
20171023,11.424,0.1,189.2968958,10.5527,-1.45249,3.82728
20171024,16.738,0.9,107.3183333,3.25064,0.381593,3.25854
20171025,17.654,29.7,31.93045833,-2.30197,4.85567,1.31741
20171026,15.506,45.2,39.85602083,-0.793814,4.92425,1.38306
20171027,9.028,0,269.3925417,16.71,-0.180977,4.1037
20171028,8.59,0,285.5475833,20.3074,-2.34919,4.10669
20171029,12.824,1.1,111.4505,5.10439,-0.477794,2.25097
20171030,12.882,8.7,112.6415,2.15249,1.95833,2.19761
20171031,7.388,0,205.3447917,14.623,-0.988507,2.81426
20171101,5.346,0,228.171875,15.8554,-1.96974,2.99643
20171102,9.799,0.8,36.28804167,-0.797319,1.38907,1.33107
20171103,13.27,6.4,56.54164583,1.4124,1.20817,1.71789
20171104,4.834,0,243.5829167,15.8656,-0.221788,3.0744
20171105,5.638,0,102.0634375,1.83641,-0.0626033,1.82287
20171106,12.865,7.1,44.64797917,-4.81212,2.2071,1.17398
20171107,1.679,0,194.3385417,7.64284,-0.292497,1.626
20171108,0.258,0,248.5016458,6.90042,0.28802,1.65491
20171109,-0.146,0,235.32875,7.76768,0.327064,1.55009
20171110,-1.971,0.9,211.1848958,3.83975,0.849065,1.28308
20171111,-3.531,0,240.2934583,5.43818,0.553728,1.29924
20171112,-2.868,0,135.0841875,1.69454,1.24576,0.997297
20171113,-1.225,0,123.8764375,1.71273,1.02098,0.854597
20171114,0.75,0,85.9040625,1.39136,0.506103,0.660218
20171115,-0.307,0,225.5896667,3.29473,0.421648,0.874779
20171116,0.924,10.4,76.79447917,1.75212,0.783474,0.637896
20171117,0.947,0.4,98.72925,0.201658,0.434495,0.661487
20171118,-1.294,0.8,152.4079792,2.5227,0.493085,0.529035
20171119,6.256,13.7,25.91064583,-0.943105,0.75536,0.130041
20171120,-3.77,0,148.3427083,1.71283,0.810317,0.141866
20171121,-1.156,0,199.2992292,0.91453,0.222111,0.141594
20171122,3.158,14.5,57.06291667,0.386511,0.610852,0.2502
20171123,-1.933,0,190.3858958,3.75455,0.534322,0.541825
20171124,0.647,0,139.1812083,1.61954,0.106198,0.612896
20171125,5.684,0,193.1900417,4.54524,-0.476955,0.726333
20171126,1.488,0.3,72.9335625,1.21955,0.103668,0.583456
20171127,-3.752,0,134.4808958,1.87681,0.613373,0.807996
20171128,-6.063,0,110.2391042,1.20971,0.524248,0.893848
20171129,3.355,0,117.3554792,1.73512,0.251147,0.838864
20171130,-1.023,0,179.9006458,3.01219,0.499474,1.21502
20171201,3.627,1.1,66.56625,-1.47668,0.077726,0.771372
20171202,-0.197,0,90.85479167,1.65146,-0.128227,0.991011
20171203,-0.447,0,120.3525208,1.56485,0.0918107,1.1971
20171204,-0.192,0,161.5243333,1.45326,0.0709938,1.52971
20171205,1.147,10.1,30.7186875,-0.361312,0.374254,0.607834
20171206,4.89,11.1,85.97572917,0.737874,-0.726152,1.19681
20171207,-1.25,0,76.61502083,-0.0637039,0.122028,1.16499
20171208,-1.391,0,151.3683125,-0.16181,0.235786,1.43042
20171209,-2.352,0,67.81102083,0.104742,0.276227,0.853143
20171210,-2.427,2.1,142.8616042,-0.444483,0.292832,1.12816
20171211,-7.079,0,84.7210625,0.451545,0.508964,0.735731
20171212,-9.228,0,35.99760417,0.278662,0.167118,0.408515
20171213,-5.605,0,76.8628125,0.651132,0.100161,0.489379
20171214,-12.443,0,108.6557273,0.20031,0.188376,0.53925
20171215,-12.051,0,272.2144583,0.961311,0.263694,0.550117
20171216,-8.953,0,153.084,0.590908,0.163307,0.320726
20171217,-11.212,0,246.9848958,0.94689,0.172482,0.277761
20171218,-13.237,0,68.969375,1.23255,0.28079,0.0668512
20171219,-7.06,0,17.37122917,-0.224356,0.153877,0.0041268
20171220,-3.11,0.1,57.515875,-2.86818,0.244109,0.00349026
20171221,-10.877,0,196.2175208,1.0162,0.220839,0
20171222,-13.18,0,97.16083333,0.405874,0.34178,0
20171223,-6.624,0,19.13702083,-0.449762,0.245068,0
20171224,-3.935,0,146.6205417,-0.41749,0.23428,0
20171225,-11.471,0,12.56114583,0.999828,0.272009,0
20171226,-11.716,0,195.320375,1.3076,0.32007,0
20171227,-18.045,0,195.894375,-0.466263,0.434003,0.0309533
20171228,-20.989,0,123.122625,0.767673,0.272429,0.0563364
20171229,-19.724,0,138.5519792,0.928638,0.344047,0.109639
20171230,-19.562,0,170.7502292,0.716038,0.251802,0.191212
20171231,-19.877,0,197.0663125,0.280024,0.269425,0.246502
20180101,-20.268,0,141.1879792,0.545887,0.281478,0.371168
20180102,-18.406,0,187.8402917,0.241106,0.382891,0.408244
20180103,-14.136,0,163.0536042,0.818068,0.328132,0.402825
20180104,-7.751,0,16.09708333,0.0261389,0.505869,0.113177
20180105,-12.708,0,147.0389375,0.560673,0.390756,0.377797
20180106,-20.3,0,120.2770417,-0.236545,0.414574,0.34804
20180107,-17.915,0,157.44175,0.137957,0.48826,0.391906
20180108,-11.419,0,48.74941667,0.318321,0.597389,0.253416
20180109,-5.745,0,125.3531667,0.704698,0.34611,0.374017
20180110,-5.193,0,187.181875,5.7501,0.260289,0.386834
20180111,1.436,8.4,73.81604167,-0.647143,0.224454,0.286378
20180112,8.441,23.9,17.6495625,-5.10401,0.815203,0.126148
20180113,-2.856,24.2,53.82970833,-0.23864,0.506991,0.22327
20180114,-14.386,0,174.25625,-0.0425742,0.391373,0.33552
20180115,-15.231,0,158.6635417,0.784069,0.503201,0.288845
20180116,-9.716,0,180.2341667,3.33429,0.441029,0.277037
20180117,-6.724,0,13.32072917,0.680014,0.51312,0.0704522
20180118,-5.344,0,121.7327917,1.34764,0.423969,0.252225
20180119,-5.254,0,113.034125,1.61272,0.553571,0.146869
20180120,0.269,6.3,104.343375,-1.97359,0.503943,0.120714
20180121,-0.481,0,216.6317708,3.31637,0.587659,0.177061
20180122,-7.167,0,84.340375,3.51395,0.602654,0.0586281
20180123,-3.997,15.9,16.471375,-0.0727727,0.749456,0.0299616
20180124,-4.359,3.6,176.1285208,2.94947,0.852353,0.181555
20180125,-12.601,0,194.7052083,0.191602,0.463352,0.175549
20180126,-10.661,0,206.7683333,5.8699,0.429757,0.093689
20180127,-4.245,1.5,145.5076667,0.323902,0.557885,0.0659943
20180128,3.115,4.3,140.9830208,3.24145,0.562987,0.129999
20180129,-6.976,0,186.2947708,1.4113,0.753211,0.220526
20180130,-10.337,0,52.28675,-1.26684,0.766546,0.0641519
20180131,-10.185,0,250.8472917,4.93091,0.45266,0.236084
20180201,-4.191,0,33.82110417,0.0356958,0.76811,0.0491785
20180202,-8.566,0,116.3808542,-2.11285,0.965121,0.0674163
20180203,-15.723,0,260.9432292,3.8512,0.399339,0.162117
20180204,-4.514,10.4,78.50989583,0.956045,0.731647,0.0350559
20180205,-1.08,7.8,133.9079375,-2.55881,0.368584,0.0186203
20180206,-8.757,0,194.1935417,1.43809,0.492775,0.0132994
20180207,-9.947,0,65.23508333,-0.126803,0.547206,0.0108529
20180208,-8.675,0,288.1133125,5.12618,0.445522,0.0736062
20180209,-9.924,0,220.313125,1.58759,0.450157,0.0437126
20180210,-5.814,0,18.77133333,-0.706103,0.479159,0.00485702
20180211,-1.199,0,41.75720833,-0.642398,0.0314455,0.0141082
20180212,-1.86,0,154.77625,-1.54832,-1.05926,0.087173
20180213,-8.798,0,309.1145417,6.56938,0.322288,0.187566
20180214,-3.017,2.9,240.78025,2.20137,0.0462014,0.174289
20180215,0.243,0.6,206.6405,1.47036,0.12276,0.189527
20180216,1.45,0,100.7537917,-1.54274,0.449186,0.0957175
20180217,-6.43,0,316.6856458,3.34001,0.219749,0.327901
20180218,-2.067,3.4,231.1977917,0.684661,0.353224,0.172833
20180219,-0.079,1.2,312.2760625,2.94882,0.39377,0.0810386
20180220,3.833,11.6,58.03229167,-1.05559,0.211228,0.0039944
20180221,6.364,0.2,170.5153958,-1.1766,0.18906,0.0423492
20180222,-1.723,0,177.7484167,4.62621,0.625578,0.0814711
20180223,-4.513,0,259.9639792,3.5649,0.369891,0.198474
20180224,1.967,0.7,208.1639375,1.37548,0.625838,0.16802
20180225,-3.211,0,94.67904167,0.197106,0.524799,0.0512351
20180226,2.095,4,232.9495625,6.04552,0.423291,0.180894
20180227,2.571,0,370.9147917,5.35078,0.268011,0.40929
20180228,4.235,0,252.2605,2.2902,0.227357,0.46689
20180301,0.959,0.2,59.97429167,-0.701456,0.585789,0.152981
20180302,0.137,0.7,98.71397917,-1.40054,0.540225,0.30555
20180303,2.586,0.4,177.3310417,0.542759,0.216936,0.647642
20180304,1.395,0,216.3989583,-0.186852,0.233714,0.767971
20180305,1.256,0,299.5785833,3.50825,0.332035,0.857223
20180306,0.002,0,302.7904167,2.56458,0.331782,0.662309
20180307,-0.825,0,84.83983333,-0.163316,0.479518,0.175481
20180308,-2.002,0,90.46710417,-0.759588,0.543511,0.0990234
20180309,-0.954,1.8,208.4489792,6.23919,0.277979,0.232939
20180310,-0.869,1.6,202.7803125,-1.74361,0.344708,0.277773
20180311,-0.208,0,225.4216458,3.56865,0.382549,0.412104
20180312,0.19,0,267.3830625,4.3615,0.371092,0.456707
20180313,-0.957,0,69.49102083,-0.668011,0.465897,0.236276
20180314,-0.306,3.5,129.6598958,-0.870041,0.420688,0.318595
20180315,-0.436,5.5,233.83325,-0.961464,0.164653,0.485044
20180316,-3.372,0,483.413125,5.13454,0.548749,0.696401
20180317,-7.713,0,534.9583333,5.13776,0.424312,0.513057
20180318,-6.311,0,-9999,6.31148,0.328708,0.321827
20180319,-6.468,0.012,-9999,6.67131,0.477764,0.134043
20180320,-2.385,0,-9999,6.78318,0.586623,0.108452
20180321,-0.465,0,382.16425,5.35807,0.46416,0.214431
20180322,0.488,0,179.4244167,1.5989,0.651136,0.137545
20180323,2.444,0,478.2329583,5.04572,0.457145,0.355085
20180324,1.632,0,331.8080417,2.9804,0.414355,0.218559
20180325,-0.154,0.2,371.9005208,1.94995,0.876452,0.183923
20180326,-0.036,0,532.8182292,6.93011,0.52115,0.285138
20180327,2.681,0,521.1298542,6.6797,0.449062,0.419488
20180328,5.038,0.4,353.0327292,6.29788,0.317285,0.361711
20180329,5.094,1,391.3695625,4.61425,-0.127475,0.517681
20180330,5.324,8.4,166.4215625,0.507882,0.0513409,0.224318
20180331,3.933,0,550.5365625,15.5046,-0.00241291,0.693233
20180401,4.04,0,370.9191875,5.98278,-0.498199,0.424502
20180402,-0.151,0,408.8914583,7.65052,-0.191901,0.423609
20180403,1.53,0,362.2544792,2.52155,0.0286325,0.333861
20180404,1.269,19.5,68.73502083,-0.754515,0.205796,0.130067
20180405,-4.099,0,501.0055833,7.71462,0.24299,0.335385
20180406,-2.724,0,485.8011875,7.07046,0.105479,0.371258
20180407,0.874,2.8,378.4249167,6.29235,0.0397908,0.317124
20180408,-0.61,0,522.0021042,11.0496,0.270367,0.445688
20180409,-3.503,0,561.09375,8.80528,0.17753,0.656271
20180410,-1.133,0,485.49525,6.39018,0.133655,0.925282
20180411,1.641,0,482.3384792,6.82541,-0.0514874,1.28863
20180412,4.243,5.4,493.82825,5.4659,-0.567839,1.61228
20180413,6.855,4.5,470.0442083,14.067,-1.15276,1.58277
20180414,1.158,1.1,209.419625,13.2506,0.204133,0.699475
20180415,-1.879,0,376.6692292,10.3665,0.396165,0.963053
20180416,-0.416,8.3,164.7768125,-1.74335,0.23182,0.539225
20180417,5.421,14.7,240.011375,7.26275,-1.14639,1.12745
20180418,3.586,0,311.2963125,2.94917,-1.58058,2.16758
20180419,5.043,0,271.4602083,7.43939,-1.21071,2.31965
20180420,4.305,0.7,363.6652292,5.0691,-1.8323,2.88635
20180421,5.25,0,394.3339375,11.9898,-2.25782,3.07833
20180422,6.61,0,661.6192917,24.9755,-1.69685,3.47607
20180423,9.214,0,667.0729583,27.4535,-2.14765,3.63045
20180424,11.003,0,624.497625,37.8475,-3.25143,3.91935
20180425,9.926,14.9,280.6403333,6.98322,-2.62123,3.33691
20180426,10.429,22.1,119.6215625,-2.31953,-0.801819,2.16762
20180427,10.281,1.6,429.1285625,32.3952,-2.92126,4.75149
20180428,10.189,0.6,249.4708542,8.59189,-2.23912,3.62721
20180429,10.872,6.2,367.21275,15.6385,-2.54274,4.48272
